Cell1	22.698479	-835.035339	527.502930	-1878.684448	73.132339	-544.596924	1131.085938	1180.671387	637.434204	109.013283	1195.682983	-910.362244	20.020081	-163.830612	1917.147339	1995.216553	915.265503	1432.746216	1184.590088	438.153656	-1110.884155	-672.893982	471.168671	352.902161	-696.017578	-1195.746826	-1328.692383	-1034.460327	-2739.734619	-492.273438	628.932434	-859.639038
Cell2	-35.867233	-394.193420	423.900024	-1202.326294	36.627884	-301.419189	747.211121	789.955017	589.284668	44.087482	829.035034	-617.830139	-74.599289	-101.854797	1316.108276	1420.853760	516.751953	966.012451	841.051270	287.267456	-784.739990	-433.501740	237.336151	229.828583	-385.488647	-792.483276	-1037.742676	-803.561218	-1981.600098	-467.615967	347.842377	-496.756287
Cell3	-8.901469	-609.811707	221.581070	-1664.629517	-69.063454	-315.670502	932.409668	862.627563	46.095688	202.452271	898.539856	-315.028900	110.550072	66.688622	1040.964478	1029.938110	1075.425415	860.129639	773.500000	258.617310	-602.299316	-480.815826	-11.521061	202.933228	-493.610168	-686.382812	-414.729462	-719.376831	-1436.961060	-90.931793	767.472351	-1069.761230
Cell4	99.776215	559.556396	84.131851	-1452.052124	197.050125	-181.681595	429.537140	1195.246216	1083.578735	637.723694	946.172729	-1069.858521	-1065.445312	279.046814	1131.108887	1358.514160	315.448700	788.730103	460.682831	-217.855698	-890.727478	-384.898834	-822.263794	484.329193	715.866394	-706.744751	-800.029663	-660.151062	-1800.933716	-826.686890	-31.109404	-161.430817
Cell5	-67.247253	-405.567413	341.514923	-933.389282	14.403299	-288.263641	594.310120	581.908203	381.084442	10.158534	616.066284	-420.645569	53.143616	-69.857101	1024.036621	1076.727539	422.380432	760.574463	650.069946	228.239700	-591.180359	-338.376373	278.647644	128.772018	-390.643951	-629.788879	-764.070801	-534.388977	-1485.391968	-263.155823	275.266663	-456.563324
Cell6	-130.469238	-457.638519	355.959442	-1170.625244	-87.049973	-301.116211	771.962708	762.722717	426.384949	85.154121	748.285522	-448.270355	55.041924	-68.142036	1020.029419	1146.430420	588.232178	796.581238	720.298340	287.784668	-581.575562	-424.051788	171.760590	134.181519	-414.850494	-738.818176	-763.119507	-607.317688	-1577.493652	-288.830780	387.122986	-561.625793
Cell7	170.367065	664.487976	23.410076	-1499.945312	305.808624	-179.214661	296.042603	1212.771973	1095.019409	774.669739	948.684570	-1195.074341	-1268.440796	326.539673	1099.081299	1318.063110	259.600189	794.413818	411.018860	-330.668152	-914.647583	-372.481232	-983.931580	592.946533	912.630920	-697.508850	-786.092896	-635.354309	-1735.750366	-779.041565	-40.304237	-145.688919
Cell8	-50.840549	-176.705200	204.680511	-679.480225	-9.202340	-150.777740	445.495789	501.077454	298.696259	58.572056	445.086365	-332.119568	-66.946770	-41.352531	698.469055	692.706848	315.529999	494.220367	425.258514	154.217377	-391.570343	-218.343048	56.396576	118.602013	-175.985718	-391.672607	-482.889099	-451.597321	-971.780396	-279.256836	207.566635	-281.734436
Cell9	-94.713661	-337.803406	328.561737	-948.480774	-61.405281	-261.524628	645.402405	613.344666	342.386414	59.019974	590.902283	-339.206329	47.953644	-47.289631	919.175110	969.976501	497.066223	705.325745	617.660645	214.936569	-524.574829	-321.895996	130.966171	100.742737	-351.944672	-561.482666	-630.815247	-563.426392	-1342.463745	-292.212463	310.525452	-453.244202
Cell10	92.264816	350.706940	84.999855	-1460.837769	111.186600	-154.601669	581.984558	1158.354126	992.893066	513.023865	898.148804	-944.567261	-927.137146	225.712631	1145.081909	1379.263428	483.342133	822.992615	542.210144	-74.703453	-861.520630	-371.971436	-751.553223	464.653625	540.827393	-729.373779	-758.595825	-789.546143	-1853.561401	-758.187927	134.343460	-244.759079
Cell11	-176.303375	-393.653931	438.229309	-964.727417	-46.540016	-325.252563	651.402588	601.981140	478.342377	-21.033354	659.318665	-364.284912	96.779419	-54.296505	1051.221313	1173.999512	424.586029	793.174622	708.019775	257.360229	-588.777588	-355.583313	267.297028	94.014992	-436.352264	-707.035217	-855.952759	-571.837952	-1594.331665	-294.678711	242.713501	-485.350159
Cell12	147.406708	485.914948	75.452911	-1253.825928	213.770859	-162.207123	332.530609	1000.150574	948.173767	561.392578	808.770264	-930.334961	-947.042358	250.785233	963.151062	1169.951294	263.523712	692.269409	392.020630	-191.404068	-772.355103	-325.214691	-721.596069	440.295685	630.967773	-595.368652	-688.496033	-587.953552	-1541.570679	-713.603943	-32.890038	-133.213547
Cell13	35.902615	-492.643616	366.533691	-1363.014404	7.830713	-341.874878	838.520325	884.454468	540.255920	113.272049	855.227478	-617.563538	-73.753075	-76.036674	1299.948730	1410.482056	683.938599	1005.033569	847.336853	314.229340	-788.242554	-472.302734	154.331177	272.163513	-404.083313	-822.791565	-925.423401	-818.056580	-1933.672485	-446.243134	460.840729	-555.096436
